站名,站址,建置容量,啟用日期,本日發電量,累計發電量,累計減碳量,日期,站代號,模組及系統類型
社頭站,彰化縣社頭鄉,23.04,101-07   ,43.1,122199.5,63665.9,2016/9/8,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,78.8,122278.3,63707,2016/9/9,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,71.9,122350.2,63744.5,2016/9/10,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,110.1,122460.3,63801.8,2016/9/11,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,102.2,122562.5,63855.1,2016/9/12,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,90.3,122652.8,63902.1,2016/9/13,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,226.5,122879.3,64020.1,2016/9/17,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,94.3,122973.6,64069.2,2016/9/18,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,91.8,123065.4,64117.1,2016/9/19,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,112.6,123178,64175.7,2016/9/20,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,115.5,123293.5,64235.9,2016/9/21,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,103.2,123396.7,64289.7,2016/9/22,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,317.9,123714.6,64455.3,2016/9/25,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,80.1,123794.7,64497,2016/9/26,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,10.6,123805.3,64502.6,2016/9/27,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,28,123833.3,64517.1,2016/9/28,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,69.8,123903.1,64553.5,2016/9/29,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,79.7,123982.8,64595,2016/9/30,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,66,124048.8,64629.4,2016/10/1,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,114.6,124163.4,64689.1,2016/10/2,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,93.1,124256.5,64737.6,2016/10/3,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,84.5,124341,64781.7,2016/10/4,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,91.5,124432.5,64829.3,2016/10/5,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,59.9,124492.4,64860.5,2016/10/6,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,30.2,124522.6,64876.3,2016/10/7,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,44.4,124567,64899.4,2016/10/8,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,35.5,124602.5,64917.9,2016/10/9,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,55.5,124658,64946.8,2016/10/10,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,99.1,124757.1,64998.4,2016/10/11,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,76.9,124834,65038.5,2016/10/12,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,56.5,124890.5,65068,2016/10/13,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,122,125012.5,65131.5,2016/10/14,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,102.3,125114.8,65184.8,2016/10/15,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,91.2,125206,65232.3,2016/10/16,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,96.1,125302.1,65282.4,2016/10/17,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,71.9,125374,65319.9,2016/10/18,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,72.2,125446.2,65357.5,2016/10/19,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,76.2,125522.4,65397.2,2016/10/20,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,62.3,125584.7,65429.6,2016/10/21,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,88.3,125673,65475.6,2016/10/22,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,100.3,125773.3,65527.9,2016/10/23,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,101.6,125874.9,65580.8,2016/10/24,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,89.2,125964.1,65627.3,2016/10/25,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,79.6,126043.7,65668.8,2016/10/26,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,86.3,126130,65713.7,2016/10/27,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,83,126213,65757,2016/10/28,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,66.4,126279.4,65791.6,2016/10/29,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,97.9,126377.3,65842.6,2016/10/30,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,98.1,126475.4,65893.7,2016/10/31,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,70.7,126546.1,65930.5,2016/11/1,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,106,126652.1,65985.7,2016/11/2,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,75.5,126727.6,66025.1,2016/11/3,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,82.8,126810.4,66068.2,2016/11/4,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,93.3,126903.7,66116.8,2016/11/5,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,89.9,126993.6,66163.7,2016/11/6,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,95.2,127088.8,66213.3,2016/11/7,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,96,127184.8,66263.3,2016/11/8,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,93.2,127278,66311.8,2016/11/9,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,26.2,127304.2,66325.5,2016/11/10,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,49,127353.2,66351,2016/11/11,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,86.7,127439.9,66396.2,2016/11/12,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,96.4,127536.3,66446.4,2016/11/13,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,92.5,127628.8,66494.6,2016/11/14,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,95,127723.8,66544.1,2016/11/15,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,73.3,127797.1,66582.3,2016/11/16,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,90.4,127887.5,66629.4,2016/11/17,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,50.6,127938.1,66655.8,2016/11/18,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,90,128028.1,66702.6,2016/11/19,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,74.5,128102.6,66741.5,2016/11/20,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,46.5,128149.1,66765.7,2016/11/21,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,27.8,128176.9,66780.2,2016/11/22,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,12.1,128189,66786.5,2016/11/23,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,98.5,128287.5,66837.8,2016/11/24,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,91.3,128378.8,66885.4,2016/11/25,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,33.5,128412.3,66902.8,2016/11/26,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,14.3,128426.6,66910.3,2016/11/27,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,64.3,128490.9,66943.8,2016/11/28,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,53.6,128544.5,66971.7,2016/11/29,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,38.6,128583.1,66991.8,2016/11/30,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,91.4,128674.5,67039.4,2016/12/1,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,75.5,128750,67078.8,2016/12/2,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,85.6,128835.6,67123.3,2016/12/3,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,92.9,128928.5,67171.7,2016/12/4,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,76.6,129005.1,67211.7,2016/12/5,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,24.6,129029.7,67224.5,2016/12/6,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,44.3,129074,67247.6,2016/12/7,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,89.7,129163.7,67294.3,2016/12/8,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,94.1,129257.8,67343.3,2016/12/9,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,85.7,129343.5,67388,2016/12/10,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,83.6,129427.1,67431.5,2016/12/11,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,89,129516.1,67477.9,2016/12/12,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,98.4,129614.5,67529.2,2016/12/13,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,95.4,129709.9,67578.9,2016/12/14,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,70.5,129780.4,67615.6,2016/12/15,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,46.9,129827.3,67640,2016/12/16,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,80.3,129907.6,67681.9,2016/12/17,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,88.1,129995.7,67727.8,2016/12/18,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,93.1,130088.8,67776.3,2016/12/19,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,84.9,130173.7,67820.5,2016/12/20,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,73.2,130246.9,67858.6,2016/12/21,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,49.1,130296,67884.2,2016/12/22,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,79.7,130375.7,67925.7,2016/12/23,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,57.3,130433,67955.6,2016/12/24,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,75.7,130508.7,67995,2016/12/25,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,38.9,130547.6,68015.3,2016/12/26,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,70.5,130618.1,68052,2016/12/27,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,11.5,130629.6,68058,2016/12/28,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,55,130684.6,68086.7,2016/12/29,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,67.2,130751.8,68121.7,2016/12/30,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,89.5,130841.3,68168.3,2016/12/31,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,88.8,130930.1,68214.6,2017/1/1,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,85.2,131015.3,68259,2017/1/2,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,80,131095.3,68300.7,2017/1/3,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,51.4,131146.7,68327.4,2017/1/4,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,60.3,131207,68358.8,2017/1/5,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,228.8,131435.8,68478.1,2017/1/8,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,93.9,131529.7,68527,2017/1/9,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,87.6,131617.3,68572.6,2017/1/10,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,90.6,131707.9,68619.8,2017/1/11,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,53.9,131761.8,68647.9,2017/1/12,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,32.6,131794.4,68664.9,2017/1/13,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,30.5,131824.9,68680.8,2017/1/14,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,31.9,131856.8,68697.4,2017/1/15,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,50.4,131907.2,68723.7,2017/1/16,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,89.4,131996.6,68770.2,2017/1/17,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,80.4,132077,68812.1,2017/1/18,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,94.8,132171.8,68861.5,2017/1/19,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,92.9,132264.7,68909.9,2017/1/20,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,64.1,132328.8,68943.3,2017/1/21,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,95.6,132424.4,68993.1,2017/1/22,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,81,132505.4,69035.3,2017/1/23,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,57.3,132562.7,69065.2,2017/1/24,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,61.2,132623.9,69097.1,2017/1/25,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,100.1,132724,69149.2,2017/1/26,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,101.7,132825.7,69202.2,2017/1/27,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,98.3,132924,69253.4,2017/1/28,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,86.7,133010.7,69298.6,2017/1/29,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,208.1,133218.8,69407,2017/2/1,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,45.4,133264.2,69430.6,2017/2/2,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,82.9,133347.1,69473.8,2017/2/3,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,43.5,133390.6,69496.5,2017/2/4,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,38.2,133428.8,69516.4,2017/2/5,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,91.5,133520.3,69564.1,2017/2/6,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,76.2,133596.5,69603.8,2017/2/7,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,75.8,133672.3,69643.3,2017/2/8,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,36.2,133708.5,69662.1,2017/2/9,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,42.2,133750.7,69684.1,2017/2/10,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,20.5,133771.2,69694.8,2017/2/11,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,64.8,133836,69728.6,2017/2/12,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,209.2,134045.2,69837.5,2017/2/14,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,104.1,134149.3,69891.8,2017/2/15,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,101.5,134250.8,69944.7,2017/2/16,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,103.8,134354.6,69998.7,2017/2/17,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,104,134458.6,70052.9,2017/2/18,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,99,134557.6,70104.5,2017/2/19,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,90.9,134648.5,70151.9,2017/2/20,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,103.7,134752.2,70205.9,2017/2/21,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,43.6,134795.8,70228.6,2017/2/22,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,79.8,134875.6,70270.2,2017/2/23,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,10.4,134886,70275.6,2017/2/24,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,20.7,134906.7,70286.4,2017/2/25,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,67.7,134974.4,70321.7,2017/2/26,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,43.3,135017.7,70344.2,2017/2/27,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,94.9,135112.6,70393.7,2017/2/28,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,108.5,135221.1,70450.2,2017/3/1,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,103.1,135324.2,70503.9,2017/3/2,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,78.3,135402.5,70544.7,2017/3/3,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,101.7,135504.2,70597.7,2017/3/4,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,92.3,135596.5,70645.8,2017/3/5,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,94.5,135691,70695,2017/3/6,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,27.2,135718.2,70709.2,2017/3/7,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,15,135733.2,70717,2017/3/8,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,48.5,135781.7,70742.3,2017/3/9,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,59.5,135841.2,70773.3,2017/3/10,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,65.6,135906.8,70807.4,2017/3/11,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,87,135993.8,70852.8,2017/3/12,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,96.6,136090.4,70903.1,2017/3/13,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,67.4,136157.8,70938.2,2017/3/14,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,61,136218.8,70970,2017/3/15,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,34.2,136253,70987.8,2017/3/16,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,72.6,136325.6,71025.6,2017/3/17,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,74,136399.6,71064.2,2017/3/18,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,79.1,136478.7,71105.4,2017/3/19,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,79.4,136558.1,71146.8,2017/3/20,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,113.1,136671.2,71205.7,2017/3/21,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,88.8,136760,71252,2017/3/22,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,88.4,136848.4,71298,2017/3/23,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,115.3,136963.7,71358.1,2017/3/24,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,84.1,137047.8,71401.9,2017/3/25,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,9.9,137057.7,71407.1,2017/3/26,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,127.3,137185,71473.4,2017/3/27,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,112.7,137297.7,71532.1,2017/3/28,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,85.2,137382.9,71576.5,2017/3/29,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,81.6,137464.5,71619,2017/3/30,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,84.7,137549.2,71663.1,2017/3/31,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,97.1,137646.3,71713.7,2017/4/1,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,132.6,137778.9,71782.8,2017/4/2,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,123.8,137902.7,71847.3,2017/4/3,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,112.3,138015,71905.8,2017/4/4,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,114.2,138129.2,71965.3,2017/4/5,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,82.1,138211.3,72008.1,2017/4/6,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,49.9,138261.2,72034.1,2017/4/7,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,112.2,138373.4,72092.5,2017/4/8,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,86.3,138459.7,72137.5,2017/4/9,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,114.8,138574.5,72197.3,2017/4/10,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,41.1,138615.6,72218.7,2017/4/11,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,27.1,138642.7,72232.8,2017/4/12,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,21.5,138664.2,72244,2017/4/13,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,96.4,138760.6,72294.3,2017/4/14,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,192.3,138952.9,72394.5,2017/4/16,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,101.6,139054.5,72447.4,2017/4/17,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,94.4,139148.9,72496.6,2017/4/18,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,106.7,139255.6,72552.2,2017/4/19,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,57.5,139313.1,72582.1,2017/4/20,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,85.8,139398.9,72626.8,2017/4/21,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,34.6,139433.5,72644.9,2017/4/22,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,62.5,139496,72677.4,2017/4/23,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,54.4,139550.4,72705.8,2017/4/24,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,67.4,139617.8,72740.9,2017/4/25,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,70.1,139687.9,72777.4,2017/4/26,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,19.6,139707.5,72787.6,2017/4/27,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,103.3,139810.8,72841.4,2017/4/28,D414Z,多晶矽併聯型
社頭站,彰化縣社頭鄉,23.04,101-07   ,119.5,139930.3,72903.7,2017/4/29,D414Z,多晶矽併聯型
