站名,站址,建置容量,啟用日期,本日發電量,累計發電量,累計減碳量,日期,站代號,模組及系統類型
馬光站,雲林縣土庫鎮,33.6,101-12   ,164.2,199938.6,104168,2017/6/6,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,177.8,200116.4,104260.6,2017/6/7,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,166.3,200282.7,104347.3,2017/6/8,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,152.5,200435.2,104426.7,2017/6/9,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,174,200609.2,104517.4,2017/6/10,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,141.5,200750.7,104591.1,2017/6/11,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,182.6,200933.3,104686.2,2017/6/12,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,142.6,201075.9,104760.5,2017/6/13,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,32.4,201108.3,104777.4,2017/6/14,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,32.8,201141.1,104794.5,2017/6/15,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,85.4,201226.5,104839,2017/6/16,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,51.7,201278.2,104865.9,2017/6/17,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,16.6,201294.8,104874.6,2017/6/18,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,72.4,201367.2,104912.3,2017/6/19,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,110.6,201477.8,104969.9,2017/6/20,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,170,201647.8,105058.5,2017/6/21,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,163,201810.8,105143.4,2017/6/22,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,175.7,201986.5,105235,2017/6/23,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,171.6,202158.1,105324.4,2017/6/24,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,173,202331.1,105414.5,2017/6/25,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,153.5,202484.6,105494.5,2017/6/26,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,162.1,202646.7,105578.9,2017/6/27,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,154.7,202801.4,105659.5,2017/6/28,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,156.1,202957.5,105740.9,2017/6/29,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,141.6,203099.1,105814.6,2017/6/30,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,170.5,203269.6,105903.5,2017/7/1,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,115.1,203384.7,105963.4,2017/7/2,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,164.4,203549.1,106049.1,2017/7/3,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,111.5,203660.6,106107.2,2017/7/4,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,154.5,203815.1,106187.7,2017/7/5,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,101.7,203916.8,106240.7,2017/7/6,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,89.2,204006,106287.1,2017/7/7,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,18.5,204024.5,106296.8,2017/7/8,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,0,204024.5,106296.8,2017/7/9,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,265.2,204289.7,106434.9,2017/7/10,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,73.8,204363.5,106473.4,2017/7/11,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,0,204363.5,106473.4,2017/7/12,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,967.7,205331.2,106977.6,2017/7/17,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,157.3,205488.5,107059.5,2017/7/18,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,171.4,205659.9,107148.8,2017/7/19,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,163.9,205823.8,107234.2,2017/7/20,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,143,205966.8,107308.7,2017/7/21,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,111.1,206077.9,107366.6,2017/7/22,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,157.2,206235.1,107448.5,2017/7/23,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,141.5,206376.6,107522.2,2017/7/24,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,133.3,206509.9,107591.7,2017/7/25,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,91.3,206601.2,107639.2,2017/7/26,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,167.6,206768.8,107726.5,2017/7/27,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,97.1,206865.9,107777.1,2017/7/28,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,48.7,206914.6,107802.5,2017/7/29,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,99.5,207014.1,107854.3,2017/7/31,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,79.2,207093.3,107895.6,2017/8/1,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,107.3,207200.6,107951.5,2017/8/2,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,171.4,207372,108040.8,2017/8/3,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,149.4,207521.4,108118.6,2017/8/4,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,149.1,207670.5,108196.3,2017/8/5,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,162,207832.5,108280.7,2017/8/6,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,178.4,208010.9,108373.7,2017/8/7,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,152.9,208163.8,108453.3,2017/8/8,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,169.2,208333,108541.5,2017/8/9,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,87.6,208420.6,108587.1,2017/8/10,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,167.4,208588,108674.3,2017/8/11,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,159.9,208747.9,108757.7,2017/8/12,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,148.1,208896,108834.8,2017/8/13,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,172.7,209068.7,108924.8,2017/8/14,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,152.9,209221.6,109004.5,2017/8/15,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,161.7,209383.3,109088.7,2017/8/16,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,156.7,209540,109170.3,2017/8/17,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,155.1,209695.1,109251.1,2017/8/18,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,181.3,209876.4,109345.6,2017/8/19,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,166.2,210042.6,109432.2,2017/8/20,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,145.9,210188.5,109508.2,2017/8/21,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,31,210219.5,109524.4,2017/8/22,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,0,210219.5,109524.4,2017/8/23,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,0,210219.5,109524.4,2017/8/24,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,0,210219.5,109524.4,2017/8/25,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,0,210219.5,109524.4,2017/8/26,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,0,210219.5,109524.4,2017/8/27,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,0,210219.5,109524.4,2017/8/28,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,994.8,211214.3,110042.7,2017/8/29,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,137.1,211351.4,110114.1,2017/8/30,D435K,多晶矽併聯型
馬光站,雲林縣土庫鎮,33.6,101-12   ,59.2,211410.6,110144.9,2017/8/31,D435K,多晶矽併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,0,19660.6,10243.2,2013/10/25,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,84.4,19745,10287.1,2013/10/26,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,76.9,19821.9,10327.2,2013/10/27,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,78.8,19900.7,10368.3,2013/10/28,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,67.6,19968.3,10403.5,2013/10/29,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,70,20038.3,10440,2013/10/30,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,67.7,20106,10475.2,2013/10/31,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,65.7,20171.7,10509.5,2013/11/1,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,22.5,20194.2,10521.2,2013/11/2,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,43.3,20237.5,10543.7,2013/11/3,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,40,20277.5,10564.6,2013/11/4,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,32.7,20310.2,10581.6,2013/11/5,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,44.1,20354.3,10604.6,2013/11/6,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,41.1,20395.4,10626,2013/11/7,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,69,20464.4,10662,2013/11/8,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,46.6,20511,10686.2,2013/11/9,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,53.7,20564.7,10714.2,2013/11/10,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,37.7,20602.4,10733.9,2013/11/11,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,46.6,20649,10758.1,2013/11/12,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,54.8,20703.8,10786.7,2013/11/13,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,66.1,20769.9,10821.1,2013/11/14,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,81.2,20851.1,10863.4,2013/11/15,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,62.1,20913.2,10895.8,2013/11/16,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,76,20989.2,10935.4,2013/11/17,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,73.3,21062.5,10973.6,2013/11/18,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,67.5,21130,11008.7,2013/11/19,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,39.8,21169.8,11029.5,2013/11/20,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,33.5,21203.3,11046.9,2013/11/21,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,12.9,21216.2,11053.6,2013/11/22,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,84.8,21301,11097.8,2013/11/23,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,62.7,21363.7,11130.5,2013/11/24,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,29.8,21393.5,11146,2013/11/25,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,34,21427.5,11163.7,2013/11/26,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,85.7,21513.2,11208.4,2013/11/27,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,14.4,21527.6,11215.9,2013/11/28,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,0,21703.2,11307.4,2013/11/30,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,83,21786.2,11350.6,2013/12/1,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,88.9,21875.1,11396.9,2013/12/2,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,82.9,21958,11440.1,2013/12/3,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,85.5,22043.5,11484.7,2013/12/4,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,78.6,22122.1,11525.6,2013/12/5,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,82.6,22204.7,11568.6,2013/12/6,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,71.4,22276.1,11605.8,2013/12/7,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,66.7,22342.8,11640.6,2013/12/8,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,69,22411.8,11676.5,2013/12/9,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,36.3,22448.1,11695.5,2013/12/10,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,12.2,22460.3,11701.8,2013/12/11,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,28.9,22489.2,11716.9,2013/12/12,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,24.8,22514,11729.8,2013/12/13,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,54.5,22568.5,11758.2,2013/12/14,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,31,22599.5,11774.3,2013/12/15,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,44.3,22643.8,11797.4,2013/12/16,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,6,22649.8,11800.5,2013/12/17,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,25.7,22675.5,11813.9,2013/12/18,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,24.4,22699.9,11826.6,2013/12/19,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,29.4,22729.3,11842,2013/12/20,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,22.2,22751.5,11853.5,2013/12/21,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,55.3,22806.8,11882.3,2013/12/22,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,74.1,22880.9,11920.9,2013/12/23,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,49,22929.9,11946.5,2013/12/24,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,54,22983.9,11974.6,2013/12/25,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,16.7,23000.6,11983.3,2013/12/26,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,53.6,23054.2,12011.2,2013/12/27,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,57.8,23112,12041.4,2013/12/28,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,53.8,23165.8,12069.4,2013/12/29,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,71.7,23237.5,12106.7,2013/12/30,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,79.8,23317.3,12148.3,2013/12/31,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,80.7,23398,12190.4,2014/1/1,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,81.5,23479.5,12232.8,2014/1/2,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,65.9,23545.4,12267.2,2014/1/3,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,51.5,23596.9,12294,2014/1/4,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,69.8,23666.7,12330.4,2014/1/5,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,41,23707.7,12351.7,2014/1/6,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,69.8,23777.5,12388.1,2014/1/7,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,70.8,23848.3,12425,2014/1/8,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,37.7,23886,12444.6,2014/1/9,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,72.4,23958.4,12482.3,2014/1/10,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,75.2,24033.6,12521.5,2014/1/11,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,71.6,24105.2,12558.8,2014/1/12,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,54.2,24159.4,12587,2014/1/13,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,38.1,24197.5,12606.9,2014/1/14,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,66.7,24264.2,12641.6,2014/1/15,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,67.8,24332,12677,2014/1/16,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,86.1,24418.1,12721.8,2014/1/17,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,82.9,24501,12765,2014/1/18,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,62.5,24563.5,12797.6,2014/1/19,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,75.1,24638.6,12836.7,2014/1/20,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,46.2,24684.8,12860.8,2014/1/21,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,80.6,24765.4,12902.8,2014/1/22,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,83.2,24848.6,12946.1,2014/1/23,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,88.1,24936.7,12992,2014/1/24,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,90.5,25027.2,13039.2,2014/1/25,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,57.6,25084.8,13069.2,2014/1/26,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,70.1,25154.9,13105.7,2014/1/27,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,73.4,25228.3,13143.9,2014/1/28,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,71,25299.3,13180.9,2014/1/29,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,72.6,25371.9,13218.8,2014/1/30,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,70.3,25442.2,13255.4,2014/1/31,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,76.2,25518.4,13295.1,2014/2/1,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,54.5,25572.9,13323.5,2014/2/2,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,87,25659.9,13368.8,2014/2/3,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,40.7,25700.6,13390,2014/2/4,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,42.8,25743.4,13412.3,2014/2/5,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,48.2,25791.6,13437.4,2014/2/6,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,21.2,25812.8,13448.5,2014/2/7,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,54.3,25867.1,13476.8,2014/2/8,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,14,25881.1,13484.1,2014/2/9,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,7.1,25888.2,13487.8,2014/2/10,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,16.2,25904.4,13496.2,2014/2/11,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,63.1,25967.5,13529.1,2014/2/12,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,16.4,25983.9,13537.6,2014/2/13,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,15.9,25999.8,13545.9,2014/2/14,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,24.2,26024,13558.5,2014/2/15,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,68.7,26092.7,13594.3,2014/2/16,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,93.3,26186,13642.9,2014/2/17,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,54.7,26240.7,13671.4,2014/2/18,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,4,26244.7,13673.5,2014/2/19,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,105.7,26350.4,13728.6,2014/2/20,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,94.8,26445.2,13777.9,2014/2/21,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,95.5,26540.7,13827.7,2014/2/22,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,100.5,26641.2,13880.1,2014/2/23,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,81.9,26723.1,13922.7,2014/2/24,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,94.5,26817.6,13972,2014/2/25,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,74.9,26892.5,14011,2014/2/26,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,91.1,26983.6,14058.5,2014/2/27,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,65,27048.6,14092.3,2014/2/28,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,52.3,27100.9,14119.6,2014/3/1,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,53.1,27154,14147.2,2014/3/2,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,26.2,27180.2,14160.9,2014/3/3,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,53.3,27233.5,14188.7,2014/3/4,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,74.8,27308.3,14227.6,2014/3/5,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,27.7,27336,14242.1,2014/3/6,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,43,27379,14264.5,2014/3/7,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,20.5,27399.5,14275.1,2014/3/8,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,39.1,27438.6,14295.5,2014/3/9,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,32.3,27470.9,14312.3,2014/3/10,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,23.5,27494.4,14324.6,2014/3/11,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,43,27537.4,14347,2014/3/12,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,38.2,27575.6,14366.9,2014/3/13,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,70.5,27646.1,14403.6,2014/3/14,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,66.5,27712.6,14438.3,2014/3/15,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,40.9,27753.5,14459.6,2014/3/16,D434V,薄膜型併聯型
斗六南環路站,雲林縣斗六市,18.72,101-12   ,77.5,27831,14500,2014/3/17,D434V,薄膜型併聯型
